BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2014;300003308;14;UNITE DEPARTEMENTALE HOSPIT. PSY;300016698;HJ PSY INFANTO JUVENILE VAUVERT;300780038
STB;2014;300003308;14;UNITE DEPARTEMENTALE HOSPIT. PSY;300782166;HJ CENTRE PEDO PSYCHIATRIE CHU NIMES;300780038
STB;2014;300003308;14;UNITE DEPARTEMENTALE HOSPIT. PSY;300786746;CMPI MIREILLE DE LA CRAU MAS DE MINGUE;300780038
STB;2014;300012309;09;HAD de Nîmes;;;340784933
STB;2014;300012481;04;USLD RÉSIDENCE DES CIGALES;;;300780046
STB;2014;300012499;04;USLD LA ROSE DES VENTS;;;300780046
STB;2014;300013745;09;HAD APARD ALES;;;340784933
STB;2014;300013778;09;HAD 3G SANTE NÎMES;;;300013760
STB;2014;300013786;04;HAD CHU DE NÎMES  ALES;;;300780038
STB;2014;300014040;09;GCS Centre de Rééducation du Gard Rhodanien;;;300014024
STB;2014;300780111;09;MAISON DE SANTE LA POMAREDE;;;300016847
STB;2014;300780137;09;NOUVELLE CLINIQUE BONNEFON;;;920028396
STB;2014;300780152;09;HOPITAL PRIVE LES FRANCISCAINES;;;300000114
STB;2014;300780210;15;CLINIQUE BELLERIVE;;;300000148
STB;2014;300780228;09;POLYCLINIQUE LA GARAUD;;;300000155
STB;2014;300780244;15;CLINIQUE DU PONT DU GARD;;;300000171
STB;2014;300780251;15;CLINIQUE NEURO-PSYCHIATRIQUE QUISSAC;;;300000189
STB;2014;300780269;15;CLINIQUE LES SOPHORAS;;;300000197
STB;2014;300780285;09;SAS Polyclinique Kenval site de VALDEGOUR;;;300000726
STB;2014;300780384;15;CENTRE PROTECTION INFANTILE MONTAURY;;;750721334
STB;2014;300780400;09;CTRE TRAITEMENT MALADIES RESPIRATOIRES;;;380804542
STB;2014;300780442;09;CSSR LES CHATAIGNIERS;;;300000254
STB;2014;300780475;09;CENTRE DE S.S.R LES JARDINS;;;340015171
STB;2014;300780491;09;CLINIQUE LES OLIVIERS;;;340016963
STB;2014;300780764;15;CENTRE DE POST-CURE DU PEYRON;;;300000429
STB;2014;300781424;15;SAS CLINIQUE DU MONT DUPLAN;;;300000692
STB;2014;300781440;09;MAISON CONVALESCENCE DOMAINE DU CROS;;;300000700
STB;2014;300781465;09;POLYCLINIQUE KENVAL;;;300000726
STB;2014;300782117;04;GROUPE HOSPITALIER CAREMEAU CHU NIMES;;;300780038
STB;2014;300782125;04;CTRE SOINS PERSON.AGEES SERRE-CAVALIER;300785037;USLD SERRE CAVALIER CHU NIMES;300780038
STB;2014;300782141;04;CENTRE MEDICAL GRAU-DU-ROI CHU NIMES;;;300780038
STB;2014;300786274;09;INSTITUT REINSERTION DES AVEUGLES;;;300786266
STB;2014;300786787;15;C.M.P.I. DU VIGAN;;;300000387
STB;2014;300788502;09;POLYCLINIQUE GRAND-SUD;;;300788486
STB;2014;310000013;04;CTRE CONVAL ET GERONTO DE LUCHON;;;310180013
STB;2014;310000310;04;CENTRE HOSPITALIER COMMINGES PYRENEES;310792056;USLD CH SAINT GAUDENS;310780671
STB;2014;310000336;04;C.H. (EX H.L.) DE REVEL;310792080;UNITE SOINS LONGUE DUREE CH REVEL;310780713
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310003124;CMP VILLENEUVE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310003132;CMP MARENGO CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310012919;APPARTEMENT THERAPEUTIQUE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310012968;APPARTEMENT THERAPEUTIQUE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310013008;APPARTEMENT THERAPEUTIQUE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310013099;HOPITAL DE JOUR CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310013149;HOPITAL DE JOUR PORT SAINT SAUVEUR;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310013198;HOPITAL DE JOUR ST SERNIN;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310013248;HOPITAL DE JOUR MAIGNAN;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310013289;HOPITAL DE JOUR D'ORBESSON;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310014949;HOPITAL DE JOUR MURET;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310014998;HOPITAL DE JOUR PINS JUSTARET;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310015078;HOPITAL DE JOUR LA PALOUMERE;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310016621;APPART THERA CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310018643;CENTRE DE CRISE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310020524;CENTRE DE POSTE CURE SAINT SERNIN;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310020573;HOPITAL DE JOUR CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310020631;HOPITAL DE JOUR POUR ADOS;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310020839;CATTP RECIFS CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310020920;HOPITAL DE JOUR POUR ADOLESCENTS;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310021613;CMP MURET CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310021639;CMP VILLA ALBERT CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310021670;CMP PONT DES MINIMES CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310021688;CMP BOULOC CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310021712;CMP PORT SAINT SAUVEUR CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310021720;CMP ST MICHEL CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310021753;CMP COLOMIERS CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310025218;CMP/CATTP  ADULTES CARBONNE;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310025226;CMP ADULTES NAILLOUX;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310025234;CMP ADULTES DEODAT DE SEVERAC;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310025242;CMP/CATTP PIJ TOURNEFEUILLE;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310788757;HOP JOUR ENFANTS CARBONNE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310788781;HOP JOUR ADULTES TOULOUSE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310788922;HOP JOUR ENFANTS CUGNAUX CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310792098;SMPR MAISON D'ARRET DE SEYSSES;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310794540;HOPITAL DE JOUR PA CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310794573;CTRE POST CURE AUZEVILLE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310794581;CTRE POST CURE RUE MAIGNAN CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310795745;ACCUEIL FAMILIAL THERAPEUT CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310796859;CMP CATTP ADULTES BONNEFOY CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310796867;CMP RIEUMES CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310796875;CMP BUZET CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310796891;CMP LEGUEVIN CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310796909;CMP CARBONNE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310796917;CMP AUTERIVE CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310796925;CMP CAZERES CH MARCHANT;310780754
STB;2014;310000369;14;CENTRE HOSPITALIER G. MARCHANT;310796941;CMP CUGNAUX CH MARCHANT;310780754
STB;2014;310005459;09;HAD SANTE RELAIS DOMICILE;;;310021886
STB;2014;310009279;04;CENTRE HOSPITALIER COMMINGES PYRENEES;;;310780671
STB;2014;310013628;04;C.H. (EX H.L.) DE MURET;310001383;UNITE SOINS LONGUE DUREE CH MURET;310786256
STB;2014;310014329;09;SSR DEFICIENTS VISUELS ET BASSE VISION;;;310781562
STB;2014;310016977;04;HOPITAL  DES ENFANTS  CHU TLSE;;;310781406
STB;2014;310018650;15;SECTORISATION PSY NEBOUZAN ASEI;;;310781562
STB;2014;310019351;04;HOPITAL LARREY CHU TOULOUSE;;;310781406
STB;2014;310020938;09;CLINIQUE DE QUINT FONSEGRIVES;;;920000395
STB;2014;310021571;09;CENTRE GERIATRIQUE DES MINIMES;310025093;USLD CENTRE GERIATRIQUE DES MINIMES;310021563
STB;2014;310022298;04;UNITE DE SSR HOPITAL GARONNE;310790332;USLD HOPITAL GARONNE;310781406
STB;2014;310022330;09;GCS DIALYSE DU COMMINGES;;;310022322
STB;2014;310025333;04;CHU ONCOPOLE;;;310781406
STB;2014;310780085;09;CLINIQUE SAINT NICOLAS;;;310000021
STB;2014;310780101;09;CLINIQUE SAINT JEAN LANGUEDOC;;;310000039
STB;2014;310780119;15;CLINIQUE DE MONTBERON;;;310000047
STB;2014;310780135;09;CLINIQUE SARRUS-TEINTURIERS;;;310000054
STB;2014;310780143;15;Clinique du Château de Seysses;;;310000062
STB;2014;310780150;09;SAS CLINIQUE MEDIPOLE GARONNE;;;310788799
STB;2014;310780234;09;CLINIQUE DU CABIROL;;;310000591
STB;2014;310780259;09;SA CLINIQUE PASTEUR;;;310000096
STB;2014;310780283;09;CLINIQUE DE L'UNION;;;310000112
STB;2014;310780309;09;POLYCLINIQUE DU PARC;;;310000120
STB;2014;310780358;15;MAISON DE SANTE DE MAILHOL;;;310000146
STB;2014;310780366;09;CLINIQUE MEDICALE MONIE;;;310000153
STB;2014;310780374;09;MAIS REPOS CONVALES CHÂTEAU DE VERNHES;;;310000161
STB;2014;310780382;09;CLINIQUE AMBROISE PARE;;;310000179
STB;2014;310780390;15;CLINIQUE DE BEAUPUY;;;310000187
STB;2014;310780481;09;MECS CASTELNOUVEL;;;340015171
STB;2014;310781000;09;CLINIQUE DES CEDRES;;;310788880
STB;2014;310781067;09;HOPITAL JOSEPH DUCUING;;;310788898
STB;2014;310781083;09;CENTRE PIERRE HANZEL;;;310788716
STB;2014;310781125;09;CLINIQUE SAINT ROCH;;;310000419
STB;2014;310781133;15;CLINIQUE D'AUFRERY;;;310000427
STB;2014;310781141;15;CLINIQUE DU DOCTEUR BECQ;;;310000435
STB;2014;310781158;15;Clinique Marigny;;;310000443
STB;2014;310781174;09;korian Montvert;;;310000450
STB;2014;310781422;09;A.S.E.I. CENTRE PAUL DOTTIN;;;310781562
STB;2014;310781505;09;CLINIQUE D'OCCITANIE;;;310000492
STB;2014;310781521;15;Clinique Castelviel;;;310000500
STB;2014;310781695;09;Polyclinique Médicale de la Lèze;;;750043994
STB;2014;310781984;09;CLINIQUE DE VERDAICH;;;310014378
STB;2014;310782016;09;CLINIQUE NEPHRO SAINT EXUPERY;;;310000617
STB;2014;310782339;04;CRF LA FONTAINE SALEE CHU TOULOUSE;;;310781406
STB;2014;310782396;09;MEDICA FRANCE;;;920000395
STB;2014;310782446;05;ARSEAA;310011309;CMP QUINT (G I);310782446
STB;2014;310782446;05;ARSEAA;310011358;CMP CASTANET (G I);310782446
STB;2014;310782446;05;ARSEAA;310017082;CMP ST.ORENS (G I);310782446
STB;2014;310782446;05;ARSEAA;310018676;SECTORISATION PSY GUIDANCE INF ARSEAA;310782446
STB;2014;310782446;05;ARSEAA;310025622;HOPITAL DE JOUR QUINT-FONSEGRIVES;310782446
STB;2014;310782446;05;ARSEAA;310780895;HOPITAL DE JOUR LES AUTANS ARSEAA;310782446
STB;2014;310782446;05;ARSEAA;310780903;CMP RUE TARRISSAN  (G I);310782446
STB;2014;310782446;05;ARSEAA;310780911;CMP RUE RICORD  (G I);310782446
STB;2014;310782446;05;ARSEAA;310780937;CMP RUE INGRES (G I);310782446
STB;2014;310782446;05;ARSEAA;310781513;HOPITAL DE JOUR SAINT LEON ARSEAA;310782446
STB;2014;310782446;05;ARSEAA;310781711;CMP LA REYNERIE  (G I);310782446
STB;2014;310782446;05;ARSEAA;310782578;CMP BALMA (G I);310782446
STB;2014;310782446;05;ARSEAA;310783030;HOPITAL DE JOUR LES BOURDETTES ARSEAA;310782446
STB;2014;310782446;05;ARSEAA;310785233;CMP LOU CAMINEL (G I);310782446
STB;2014;310782446;05;ARSEAA;310789235;CMP VILLEFRANCHE LAURAGAIS  (G I);310782446
STB;2014;310782446;05;ARSEAA;310789268;CMP EMPALOT (G I);310782446
STB;2014;310782446;05;ARSEAA;310791967;CMP REVEL (G I);310782446
STB;2014;310783048;04;HOPITAL DE PURPAN CHU TOULOUSE;;;310781406
STB;2014;310783055;04;HOPITAL DE RANGUEIL CHU TOULOUSE;;;310781406
STB;2014;310783063;04;HOPITAL DE LA GRAVE CHU TOULOUSE;310017116;CATTP DES MINIMES CHU TOULOUSE;310781406
STB;2014;310783063;04;HOPITAL DE LA GRAVE CHU TOULOUSE;310020532;HOPITAL DE JOUR SERVICE MARTINE GIRARD;310781406
STB;2014;310783063;04;HOPITAL DE LA GRAVE CHU TOULOUSE;310025077;Psychiatrie Adultes;310781406
STB;2014;310783063;04;HOPITAL DE LA GRAVE CHU TOULOUSE;310025267;CMP COLOMIERS PIJ CHU TOULOUSE;310781406
STB;2014;310783063;04;HOPITAL DE LA GRAVE CHU TOULOUSE;310025275;CMP/CATTP  FRONTON PIJ CHU;310781406
STB;2014;310783063;04;HOPITAL DE LA GRAVE CHU TOULOUSE;310025283;CMP BLAGNAC PIJ CHU;310781406
STB;2014;310783063;04;HOPITAL DE LA GRAVE CHU TOULOUSE;310025291;CMP LES MAZADES PIJ CHU TOULOUSE;310781406
STB;2014;310783063;04;HOPITAL DE LA GRAVE CHU TOULOUSE;310025309;CMP ANCELY PIJ  CHU TOULOUSE;310781406
STB;2014;310783097;15;CENTRE DE SANTE MENTALE MGEN TOULOUSE;;;750005068
STB;2014;310784558;04;CTREDE REEDUC FONCTION HOP LUCHON;;;310180013
STB;2014;310784830;09;CRF LES CEDRES;;;310788880
STB;2014;310786389;09;CLINIQUE DES PYRENEES;;;310001433
STB;2014;310786702;09;SSR DOMAINE DE LA CADENE;310018049;USLD DOMAINE DE LA CADENE;750043713
STB;2014;310787304;04;CENTRE DE CASSELARDIT CHU TOULOUSE;;;310781406
STB;2014;310787965;09;CENTRE DE REEDUCATION DU MIRAIL;;;310788898
STB;2014;310788906;05;ASSOCIATION ROUTE NOUVELLE;310781430;CENTREPOSTCURE ROUTE NOUVELLE;310788906
STB;2014;310788906;05;ASSOCIATION ROUTE NOUVELLE;310785167;FOYER ROUTE NOUVELLE;310788906
STB;2014;310790472;09;CLINIQUE SAINT-ORENS ST ORENS GAMEVILL;;;310790464
STB;2014;310792635;09;MAIS REPOS ET CONVALESC LE MARQUISAT;;;310002191
STB;2014;310792874;09;POUPONNIERE ANDRE BOUSQUAIROL;;;310788997
STB;2014;310793617;09;MAIS REPOS ET CONVALESC SAINTE MARIE;;;310000039
STB;2014;310794094;04;USLD MARCEL RISER CH G.MARCHANT;;;310780754
STB;2014;310795463;15;CENTRE DE POST CURE -APRES-;;;310785068
STB;2014;320000086;04;CENTRE HOSPITALIER D'AUCH;320784069;USLD LA RIBERE CH AUCH;320780117
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320001084;CMP/CATTP ADULTES MIRANDE CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782386;CMP ENFANTS AUCH CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782428;CMP ENFANTS L'ISLE JOURDAIN CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782436;CMP/CATTP ADULTES LOMBEZ CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782444;CMP/CATTP VIC FEZENSAC CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782469;CMP/CATTP ADULTES DE L'ISLE JOURDAIN;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782501;CMP/CATTP ADULTES NOGARO CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782519;CMP ADULTES LECTOURE CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782527;CMP ENFANTS FLEURANCE CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320782550;CMP / CATTP  L 'ELAN ADULTES CONDOM;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320785454;CMP/CATTP ENFANTS NOGARO CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320785462;CENTRE CAMILLE CLAUDEL CH DU GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320785470;HOP JOUR -LA VILLA- CH GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320785488;ATELIER THERA MARMINOS CH GERS;320780125
STB;2014;320000094;14;CENTRE HOSPITALIER DU GERS;320785496;CATTP & CMP ADULTES L'ENVOL CH DU GERS;320780125
STB;2014;320000102;04;CENTRE HOSPITALIER DE CONDOM;320784549;UNITE SOINS LONGUE DUREE CH CONDOM;320780133
STB;2014;320000110;04;ETPUBLICSANTEDELOMAGNESITEDEFLEURANCE;;;320004310
STB;2014;320000128;04;C.H. (EX H.L.) DE GIMONT;320784952;UNITE SOINS LONGUE DUREE CH GIMONT;320780158
STB;2014;320000144;04;C.H.I. (EX H.L.) DE LOMBEZ SAMATAN;320784036;UNITE SOINS LONGUE DUREE CHI LOMBEZ;320780174
STB;2014;320000151;04;C.H. (EX H.L.) DE MAUVEZIN;;;320780182
STB;2014;320000169;04;C.H. (EX H.L.) DE MIRANDE;;;320780190
STB;2014;320000177;04;C.H. (EX H.L.) DE NOGARO;320001092;UNITE SOINS LONGUE DUREE CH NOGARO;320780208
STB;2014;320000185;04;C.H. (EX H.L.) DE VIC-FEZENSAC;;;320780216
STB;2014;320004328;09;HAD GERS;;;750721334
STB;2014;320780067;09;POLYCLINIQUE DE GASCOGNE;;;320000052
STB;2014;320780109;15;SAS CLINIQUE MALADIE MENTALE  D'EMBATS;;;320000078
STB;2014;320780323;09;CRF DE ROQUETAILLADE;;;750810590
STB;2014;320784333;09;CRF SAINT-BLANCARD;;;320000565
STB;2014;330000217;09;MAISON DE SANTE MARIE GALENE;;;330780347
STB;2014;330000332;09;HOPITAL SUBURBAIN DU BOUSCAT;;;330780545
STB;2014;330000340;09;M.S.P.BX. BAGATELLE;;;330780552
STB;2014;330000431;05;MONTALIER;330057563;CATTP - COMITE MONTALIER;330000431
STB;2014;330000431;05;MONTALIER;330780784;CENTRE DE SOINS MONTALIER;330000431
STB;2014;330000431;05;MONTALIER;330782400;FOYER DE POST CURE MONTALIER GANTS;330000431
STB;2014;330000431;05;MONTALIER;330783978;RESIDENCE THERAPEUTIQUE MARC BLANC;330000431
STB;2014;330000555;04;CENTRE HOSPITALIER D'ARCACHON;;;330781204
STB;2014;330000571;04;CH DE LA HAUTE GIRONDE;330007980;EHPAD - USLD CH SAINT-NICOLAS BLAYE;330781220
STB;2014;330000589;04;CHIC SUD GIRONDE site de Langon;;;330027509
STB;2014;330000597;04;CHIC SUD GIRONDE site de La Réole;;;330027509
STB;2014;330000605;04;CTRE HOSPIT.R.BOULIN-LIBOURNE;;;330781253
STB;2014;330000613;04;CENTRE HOSPITALIER STE FOY LA GRANDE;330798935;EHPAD - USLD CH STE-FOY-LA-GRANDE;330781261
STB;2014;330000621;04;HOPITAL LOCAL DE MONSEGUR;;;330781279
STB;2014;330000639;14;CH CHARLES PERRENS;330021809;UNITE DE SOINS RELAIS - USR;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330021858;HOPITAL DE JOUR ADULTES L'ENTRETEMPS;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048018;ETAB. DE SANTE MENTALE DE MERIGNAC;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048059;CMP ADULTES-ENFANTS DE MERIGNAC;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048109;HOPITAL DE JOUR PSYCHIATRIE PERINATALE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048158;UNITE INTERSECT. GERONTO-PSYCHIATRIE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048208;CMP ADULTES DE CASTELNAU;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048299;CMP ADULTES DE TALENCE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048349;CMP ADULTES-ENFANTS DE PESSAC;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048398;CMP ADULTES D'EYSINES;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048448;CMP ADULTES DE BORDEAUX-NORD;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048489;CMP ADULTES BORDEAUX-CENTRE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048539;CMPI DE LA TESTE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048588;CMPI D'ANDERNOS;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048638;CMPI DE MERIGNAC;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330048729;CMPI DE BORDEAUX;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330055740;HOPITAL JOUR ADULTES VILLA ASPHODELE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330055757;CENTRE PSYCHOTHERAPEUTIQUE DE CAYCHAC;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330057332;CENTRE POUR ADOLESCENTS;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330783713;HOPITAL DE JOUR ENFANTS LA POMME BLEUE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330783754;HOPITAL JOUR ENFANTS CHATEAU HALLORAN;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330786369;CENTRE DE SANTE MENTALE DU MEDOC;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330791963;HOPITAL DE JOUR ENFANTS DE BIGANOS;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330792607;HOPITAL DE JOUR ADULTES LE SEUIL;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330793951;HOPITAL DE JOUR ADULTES L'HIPPOCAMPE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330795188;MAISON D'ARRÊT - SMPR;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330796202;HOPITAL DE JOUR ADULTES LA CERISAIE;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330802919;HOPITAL DE JOUR ADULTES LE MASCARET;330781287
STB;2014;330000639;14;CH CHARLES PERRENS;330803172;HOPITAL DE JOUR ENFANTS LES DOMINOS;330781287
STB;2014;330000647;14;C.H. DE CADILLAC;330042169;HOPITAL DE JOUR ENFANTS PODENSAC;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330042219;HOPITAL DE JOUR ADULTES CADILLAC;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330054933;EC. INTER-HOSP. LANGON CADILLAC;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330055534;CLINIQUE D'ORNON;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330781311;HOPITAL DE JOUR ENFANTS L'ILE VERTE;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330785437;CENTRE DE SOINS SAINT-MAGNE;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330790023;HOPITAL DE JOUR ENFANTS LA DEMI LUNE;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330790080;HOPITAL DE JOUR ENFANTS LES BARIES;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330790098;HOPITAL DE JOUR ENFANTS BX BASTIDE;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330790106;HOP JOUR & NUIT ADULTES CENTUJEAN;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330802901;CLINIQUE DES GRAVIERES;330781295
STB;2014;330000647;14;C.H. DE CADILLAC;330803032;POLYCLINIQUE MEDICO-PSYCHO. BAZAS;330781295
STB;2014;330000779;05;SOC D'HYGIENE MENTALE AQUITAINE;330056276;CATTP;330000779
STB;2014;330000779;05;SOC D'HYGIENE MENTALE AQUITAINE;330781964;CTRE MEDICO-PSYCHOLOGIQUE SHMA;330000779
STB;2014;330000779;05;SOC D'HYGIENE MENTALE AQUITAINE;330781972;HOPITAL DE JOUR S.H.M.A.;330000779
STB;2014;330000779;05;SOC D'HYGIENE MENTALE AQUITAINE;330792565;SERVICE DU SOIR;330000779
STB;2014;330005182;04;EHPAD - USLD CENTRE DE SOINS PODENSAC;;;330792862
STB;2014;330025958;09;HAD DES VIGNES ET DES RIVIERES;;;330025859
STB;2014;330057654;09;KORIAN LES FLOTS;;;310024732
STB;2014;330780040;09;NOUVELLE CLINIQUE BEL AIR;;;330000027
STB;2014;330780081;09;CLINIQUE SAINT- AUGUSTIN;;;330000043
STB;2014;330780115;09;CLINIQUE TIVOLI-DUCOS;;;330000076
STB;2014;330780206;09;CLINIQUE D'ARCACHON;;;330000126
STB;2014;330780255;09;CLINIQUE CHIRURGICALE DU LIBOURNAIS;;;330010059
STB;2014;330780263;09;POLYCLINIQUE BORDEAUX RIVE DROITE;;;330000134
STB;2014;330780271;09;CLINIQUE DU SPORT DE BORDEAUX MERIGNAC;;;330021429
STB;2014;330780289;15;HOPITAL DE JOUR L'OISEAU LYRE;;;330790809
STB;2014;330780297;15;CLINIQUE ANOUSTE;;;330000175
STB;2014;330780313;15;MAISON DE SANTE LES PINS;;;330000191
STB;2014;330780321;15;CLINIQUE BETHANIE;;;330000209
STB;2014;330780354;09;POLYCLINIQUE BORDEAUX-CAUDERAN;;;330000225
STB;2014;330780370;09;FONTAINES MONJOUS SSR;;;750034589
STB;2014;330780479;09;POLYCLIN BORDEAUX-NORD AQUITAINE;;;330000274
STB;2014;330780487;09;CLINIQUE OPHTALMOLOGIQUE THIERS;;;330000282
STB;2014;330780495;09;CLINIQUE MUTUALISTE DU MEDOC;;;330796392
